psnum_na,psnum_ps,turnout_percentage_ps,total_votes,psnum,pti_acc_ecp,est_acc_ecp,total_votes_acc_ecp,pti_acc_pti,est_acc_pti,total_votes_acc_pti,pti_acc_pti_fixed,est_acc_pti_fixed,total_votes_acc_pti_fixed,est_diff,pti_diff,total_votes_diff,ecp_pti_discrepency,pti_won_acc_ecp,ecp_winner,pti_winner,name,registered_voters,turnout_acc_ecp,turnout_acc_pti
229.0,100.0,0.335014409221902,465.0,229,100,88,465.0,100.0,88.0,465.0,100.0,88.0,465.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,68,1388,0.335014409221902,0.335014409221902
230.0,101.0,0.4251497005988024,426.0,230,66,96,426.0,66.0,96.0,426.0,66.0,96.0,426.0,0.0,0.0,0.0,False,False,SYED MUSTAFA KAMAL MQM,SYED MUSTAFA KAMAL MQM,69,1002,0.4251497005988024,0.4251497005988024
231.0,102.0,0.21629718394248051,361.0,231,67,58,361.0,67.0,58.0,361.0,67.0,58.0,361.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,69,1669,0.21629718394248051,0.21629718394248051
,,0.8883666274970623,,232,404,868,1512.0,440.0,68.0,,440.0,68.0,1512.0,800.0,36.0,0.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,70,1702,0.8883666274970623,0.8883666274970623
,,0.9625151148730351,,233,409,925,1592.0,409.0,125.0,792.0,409.0,125.0,792.0,800.0,0.0,800.0,False,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,70,1654,0.9625151148730351,0.4788391777509069
,,0.2048643592142189,,234,133,20,219.0,133.0,20.0,219.0,133.0,20.0,219.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,70,1069,0.2048643592142189,0.2048643592142189
,,0.2262357414448669,,235,134,32,238.0,134.0,32.0,238.0,134.0,32.0,238.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,70,1052,0.2262357414448669,0.2262357414448669
,,0.4205834683954619,,236,300,11,519.0,300.0,0.0,519.0,300.0,0.0,519.0,11.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,70,1234,0.4205834683954619,0.4205834683954619
,,0.4731098986749805,,237,350,30,607.0,350.0,30.0,607.0,350.0,30.0,607.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,70,1283,0.4731098986749805,0.4731098986749805
,,0.19374616799509503,,238,96,145,316.0,158.0,8.0,287.0,158.0,8.0,287.0,137.0,62.0,29.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,71,1631,0.19374616799509503,0.1759656652360515
,,0.3450497949619215,,239,395,22,589.0,395.0,22.0,589.0,395.0,22.0,589.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,71,1707,0.3450497949619215,0.3450497949619215
,,0.9423347398030942,,240,577,1122,2010.0,577.0,22.0,,577.0,22.0,2010.0,1100.0,0.0,0.0,False,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,71,2133,0.9423347398030942,0.9423347398030942
,,0.11358220810166798,,241,108,2,143.0,108.0,2.0,166.0,108.0,2.0,166.0,0.0,0.0,23.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,72,1259,0.11358220810166798,0.1318506751389992
,,0.1835016835016835,,242,153,0,218.0,153.0,0.0,218.0,153.0,0.0,218.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,72,1188,0.1835016835016835,0.1835016835016835
,,0.4309660344067049,,243,667,43,977.0,667.0,43.0,978.0,667.0,43.0,978.0,0.0,0.0,1.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,72,2267,0.4309660344067049,0.43140714600794
,,0.21293800539083557,,244,215,6,316.0,215.0,6.0,316.0,215.0,6.0,316.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,72,1484,0.21293800539083557,0.21293800539083557
,,0.4513888888888889,,245,579,42,910.0,579.0,42.0,910.0,579.0,42.0,910.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,72,2016,0.4513888888888889,0.4513888888888889
,,0.23621460506706407,,246,196,7,317.0,196.0,7.0,317.0,196.0,7.0,317.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,73,1342,0.23621460506706407,0.23621460506706407
,,0.47593582887700536,,247,142,521,712.0,481.0,33.0,648.0,481.0,33.0,648.0,488.0,339.0,64.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,73,1496,0.47593582887700536,0.43315508021390375
,,0.5156537753222836,,248,514,58,840.0,514.0,58.0,840.0,514.0,58.0,840.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,73,1629,0.5156537753222836,0.5156537753222836
,,0.22764227642276422,,249,318,13,448.0,318.0,13.0,448.0,318.0,13.0,448.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,74,1968,0.22764227642276422,0.22764227642276422
,,0.5510616784630941,,250,340,622,1090.0,540.0,22.0,,540.0,22.0,1090.0,600.0,200.0,0.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,74,1978,0.5510616784630941,0.5510616784630941
,,0.4139072847682119,,251,470,12,625.0,470.0,12.0,,470.0,12.0,625.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,74,1510,0.4139072847682119,0.4139072847682119
,,0.6930737890448166,,252,235,1206,1531.0,237.0,6.0,,237.0,6.0,1531.0,1200.0,2.0,0.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,74,2209,0.6930737890448166,0.6930737890448166
,,0.2983910287664554,,253,357,22,612.0,357.0,22.0,612.0,357.0,22.0,612.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,74,2051,0.2983910287664554,0.2983910287664554
,,0.18097139055222888,,254,167,8,272.0,167.0,8.0,272.0,167.0,8.0,272.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,74,1503,0.18097139055222888,0.18097139055222888
,,0.42024886877828055,,255,475,30,743.0,475.0,30.0,743.0,475.0,30.0,743.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,75,1768,0.42024886877828055,0.42024886877828055
,,0.32901751713632904,,256,273,10,432.0,273.0,10.0,432.0,273.0,10.0,432.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,75,1313,0.32901751713632904,0.32901751713632904
,,0.4067982456140351,,257,369,34,742.0,369.0,34.0,742.0,369.0,34.0,742.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,75,1824,0.4067982456140351,0.4067982456140351
,,0.2756024096385542,,258,202,8,366.0,202.0,8.0,366.0,202.0,8.0,366.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,75,1328,0.2756024096385542,0.2756024096385542
,,0.39741750358680056,,259,262,31,554.0,262.0,31.0,554.0,262.0,31.0,554.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,75,1394,0.39741750358680056,0.39741750358680056
,,0.41490044958253053,,260,291,33,646.0,291.0,33.0,646.0,291.0,33.0,646.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,75,1557,0.41490044958253053,0.41490044958253053
,,0.9955112219451372,,261,241,1506,1996.0,241.0,19.0,526.0,241.0,19.0,526.0,1487.0,0.0,1470.0,False,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,76,2005,0.9955112219451372,0.26234413965087283
,,0.34959785522788206,,262,364,43,652.0,364.0,43.0,653.0,364.0,43.0,653.0,0.0,0.0,1.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,76,1865,0.34959785522788206,0.35013404825737265
,,0.4077733860342556,,263,317,44,619.0,317.0,44.0,620.0,317.0,44.0,620.0,0.0,0.0,1.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,76,1518,0.4077733860342556,0.40843214756258234
,,0.21127819548872181,,264,160,18,281.0,160.0,18.0,,160.0,18.0,281.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,77,1330,0.21127819548872181,0.21127819548872181
,,0.2852017937219731,,265,173,15,318.0,173.0,15.0,318.0,173.0,15.0,318.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,77,1115,0.2852017937219731,0.2852017937219731
,,0.41125541125541126,,266,376,28,570.0,376.0,28.0,570.0,376.0,28.0,570.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,77,1386,0.41125541125541126,0.41125541125541126
,,0.47435897435897434,,267,340,34,592.0,340.0,34.0,592.0,340.0,34.0,592.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,77,1248,0.47435897435897434,0.47435897435897434
,,0.2946969696969697,,268,260,11,389.0,260.0,11.0,398.0,260.0,11.0,398.0,0.0,0.0,9.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,77,1320,0.2946969696969697,0.3015151515151515
,,1.0,,269,248,14,1236.0,248.0,14.0,1236.0,248.0,14.0,1236.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,77,1236,1.0,1.0
,,0.45074106364428945,,270,302,20,517.0,302.0,20.0,517.0,302.0,20.0,517.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,78,1147,0.45074106364428945,0.45074106364428945
,,0.4119922630560928,,271,445,40,639.0,445.0,40.0,639.0,445.0,40.0,639.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,78,1551,0.4119922630560928,0.4119922630560928
,,0.2966333030027298,,272,255,16,326.0,255.0,16.0,330.0,255.0,16.0,330.0,0.0,0.0,4.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,78,1099,0.2966333030027298,0.3002729754322111
,,0.3776483050847458,,273,464,39,713.0,464.0,39.0,713.0,464.0,39.0,713.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,78,1888,0.3776483050847458,0.3776483050847458
,,0.1908580593424218,,274,193,2,238.0,193.0,2.0,238.0,193.0,2.0,238.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,79,1247,0.1908580593424218,0.1908580593424218
,,0.20181634712411706,,275,164,46,400.0,164.0,46.0,1982.0,164.0,46.0,1982.0,0.0,0.0,1582.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,79,1982,0.20181634712411706,1.0
,,0.06986899563318777,,276,38,17,96.0,38.0,17.0,405.0,38.0,17.0,405.0,0.0,0.0,309.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,80,1374,0.06986899563318777,0.29475982532751094
277.0,114.0,0.4975609756097561,612.0,277,172,15,396.0,172.0,15.0,395.0,172.0,15.0,395.0,0.0,0.0,1.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,80,1230,0.32195121951219513,0.32113821138211385
278.0,115.0,0.2803379416282642,365.0,278,77,125,258.0,167.0,27.0,363.0,167.0,27.0,363.0,98.0,90.0,105.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,81,1302,0.19815668202764977,0.27880184331797236
279.0,116.0,0.919392523364486,1574.0,279,126,1310,1574.0,126.0,10.0,262.0,126.0,10.0,262.0,1300.0,0.0,1312.0,False,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,81,1712,0.919392523364486,0.1530373831775701
280.0,117.0,0.3319693094629156,649.0,280,149,24,649.0,249.0,24.0,649.0,249.0,24.0,649.0,0.0,100.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,81,1955,0.3319693094629156,0.3319693094629156
281.0,118.0,0.36544437538844005,588.0,281,222,32,588.0,222.0,32.0,588.0,222.0,32.0,588.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,82,1609,0.36544437538844005,0.36544437538844005
282.0,119.0,0.35013850415512465,632.0,282,235,55,632.0,235.0,55.0,632.0,235.0,55.0,632.0,0.0,0.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,82,1805,0.35013850415512465,0.35013850415512465
283.0,120.0,0.446218487394958,531.0,283,193,63,532.0,193.0,63.0,531.0,193.0,63.0,531.0,0.0,0.0,1.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,82,1190,0.4470588235294118,0.446218487394958
284.0,121.0,0.371875,476.0,284,284,23,475.0,884.0,23.0,,884.0,23.0,475.0,0.0,600.0,0.0,False,True,DAWA KHAN SABIR  PTI,DAWA KHAN SABIR  PTI,82,1280,0.37109375,0.37109375
285.0,122.0,0.5205364626990779,621.0,285,107,846,1119.0,407.0,46.0,619.0,407.0,46.0,619.0,800.0,300.0,500.0,True,False,SYED MUSTAFA KAMAL MQM,DAWA KHAN SABIR  PTI,82,1193,0.9379715004191115,0.5188600167644594
286.0,123.0,0.14268218003674218,233.0,286,283,1025,1405.0,,,,283.0,1025.0,1405.0,0.0,0.0,0.0,False,False,SYED MUSTAFA KAMAL MQM,SYED MUSTAFA KAMAL MQM,83,1633,0.8603796693202694,0.8603796693202694
